,summaryID,candidate,gold,title,grammatical_correctness_1,arrangement_1,quality_1,conciseness_1,exhaustiveness_1,subjectiveScore_1,annotator_1,grammatical_correctness_2,arrangement_2,quality_2,conciseness_2,exhaustiveness_2,subjectiveScore_2,annotator_2,url
864,864,"Paintings by the biggest names of Indian art including Arpana Caur, Anjolie Ela Menon, B Prabha, KA Ara, MF Husain and V S Gaitonde were part of the collection. The collection was stored in a hall in the Air India headquarters, and the idea was to open a public museum.","An unknown number of paintings from a ?200 crore collection, including works of artists like MF Husain and Jatin Das, have gone missing from Air India headquarters in Mumbai. Union Minister Jayant Sinha said the government was looking into allegations of the paintings going missing. The airline reportedly wanted to open a public museum where the paintings would be showcased.",Paintings from ?200 cr collection go missing at Air India HQ,5,2,5,2,3,2,tarang2,5,5,1,2,1,2,shivangi,http://indiatoday.intoday.in/story/air-india-paintings-missing-mf-husain-jatin-das-headquarters-mumbai/1/995224.html 
865,865,The New Delhi Municipal Council had proposed in April that Teen Murti Marg and Teen M Kurti Chowk be renamed Haifa. The proposal has not been taken up in any council meeting since then. Prime Minister Narendra Modi visited Haifa to pay homage to Indian soldiers who fought in the World War I.,"The New Delhi Municipal Council (NDMC) has failed to rename Teen Murti Marg after Israeli city 'Haifa' before Prime Minister Narendra Modi's visit to the Jewish nation. ""No final call has been taken on the proposal yet...We are not sure whether it will be scrapped totally or reconsidered later,"" NDMC Vice Chairman Karan Singh Tanwar said.",NDMC fails to rename Teen Murti Marg before PM's Israel tour,5,5,5,5,5,5,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/plan-to-rename-teen-murti-marg-after-israeli-city-in-limbo/1/995450.html 
866,866,Innocent Vareed Thekkethala made unwarranted remarks about the Malayalam cinema industry. He said what happened at the press conference held by AMMA last week was unfortunate and that it was not a deliberate attempt to ridicule the media.,"Kerala MP Innocent Vareed Thekkethala, President of the Association of Malayalam Movie Artists, said today that though casting couch no longer exists, bad actresses can opt for it. ""The moment you make an imprudent request to a woman in this day and age, [t]hey will speak about it openly...But if the women are bad, they may share the bed"".",Actresses who are bad may share the bed: Kerala MP Innocent,5,3,3,3,3,3,tarang2,5,5,4,4,5,5,shivangi,http://indiatoday.intoday.in/story/innocent-kerala-cpm-mp-sexist-remark-apology/1/994777.html 
867,867,A 25-year-old woman married another woman at a temple in Koramangala. The marriage is not legal after Supreme Court decriminalised section 377 in 2013. The older lady was fascinated by the younger one.,"In a first in Bengaluru, a case of lesbian marriage has been reported wherein a 25-year-old woman tied the knot with her 21-year-old distant relative at a temple in Koramangala. While the parents of the younger one filed a missing complaint initially, police investigation later revealed that the duo was married. Notably, same-sex marriages are not legal in India.",Bengaluru witnesses its first lesbian marriage,5,3,4,3,3,3,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/bengaluru-lesbian-marriage-section-377-koramangala-homosexuality/1/994658.html 
868,868,"More than £8,000 worth of bitcoins has been moved out of the account used to receive the ransoms. The transfer has added credence to messages purporting to be from the attackers offering to decrypt every single infected computer for £200,000. The majority of infections occurred in Ukraine, due to the main attack vector being a compromised version of an accounting program.","Hackers behind the Petya ransomware attack, which hit computers in over 60 countries in late June, have wiped out nearly ?7 lakh worth of bitcoins from the digital wallet used to receive ransoms. After reports suggested that the hackers may be state-sponsored actors, they left a message offering to decrypt every infected computer for a one-off payment of ?1.7 crore.",Petya hackers clean out ?7 lakh Bitcoin from ransom wallet,5,3,4,3,3,3,tarang2,5,4,4,4,3,3,shivangi,https://www.theguardian.com/technology/2017/jul/05/notpetya-ransomware-hackers-ukraine-bitcoin-ransom-wallet-motives?CMP=twt_a-technology_b-gdntech 
869,869,Katrina Kaif made her debut on Facebook a few months ago. The Dhoom 3 actor says she should have joined social media a long time ago. She has three films in hand after Jagga Jasoos.,"Actress Katrina Kaif has said that she does not know why she was so against joining social media. ""My mind was blocked completely, I wasn't even ready for a discussion. But now that I have come on it, I really like it. I really enjoy it,"" added Katrina. The 33-year-old actress made her debut on social media by joining Facebook.",Don't know why I was against joining social media: Katrina,5,4,5,3,4,4,tarang2,5,4,5,4,3,3,shivangi,http://indiatoday.intoday.in/story/katrina-kaif-social-media-instagram-facebook-hot-photos/1/994585.html 
870,870,Alia Bhatt plays a Kashmiri spy in the film based on Harinder Sikka's novel Calling Sehmat. The espionage thriller is set during the 1971 war between India and Pakistan. The team of Raazi will begin shooting the film this month.,"Actress Alia Bhatt, while talking about playing a Kashmiri character in the upcoming film Raazi, said, ""I am so scared and nervous to go on this journey, because of the kind of intensity of this character."" Directed by Meghna Gulzar, the film has been set during the 1971 war between India and Pakistan. ","I'm so scared, nervous: Alia on playing a Kashmiri in Raazi",5,3,5,3,3,3,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/alia-bhatt-kashmiri-spy-raazi-meghna-gulzar/1/993746.html 
871,871,"Delhi High Court asks authorities to find out about the burial practices prevailing elsewhere in the world. As the population was rising, the death rate was also growing, but the land remained the same.","Delhi High Court on Tuesday observed that the way graveyards are expanding in the state, there would be no place to live. Asking the authorities to find out best burial practices followed elsewhere in the world, the bench remarked, ""Hindus started opting for electric cremation as there may not be enough wood... what can be the substitute for Muslims?""","Graves on the rise, but no land to live: Delhi HC",5,4,5,3,3,3,tarang2,5,5,4,5,4,4,shivangi,http://indiatoday.intoday.in/story/graves-on-the-rise-but-no-land-to-live-hc-laments/1/994103.html 
872,872,"China today ruled out a compromise in the military standoff with India in the Sikkim section. In unusually blunt remarks, Chinas Ambassador to India Luo Zhaohui said ""the ball is in Indias court"" The Chinese government is very clear that it wants peaceful resolution at current state of the situation.","Chinese ambassador to India Luo Zhaohui on Tuesday said that India-China military standoff in the Sikkim section is ""grave"". There is ""no scope for a compromise"" in the region, Zhaohui asserted. He added that withdrawal of Indian troops from the area is a ""pre-condition for any meaningful dialogue between China and India"" to achieve a peaceful resolution to the conflict.",No compromise possible: China on border standoff with India,5,4,3,4,4,4,tarang2,5,5,5,5,4,5,shivangi,http://indiatoday.intoday.in/story/pti-special-china-says-doklam-situation-grave-rules-out/1/994140.html 
873,873,"Government allows use of stickers with revised rates, alongside the printed MRP for pre-packaged items. The clarification came as several businesses were left with huge unsold inventories before the GST kicked in from July 1.","The government has allowed the use of stickers with revised rates for pre-packaged items, along with the printed MRP till September 30. The clarification came as several businesses were left with unsold stock as they carried pre-GST rates. However, the printed MRP will have to include the GST rate and no stickers would be allowed after September 30.",Show price changes after GST via stickers till Sep 30: Govt,5,5,5,5,4,5,tarang2,5,5,3,3,2,3,shivangi,http://indiatoday.intoday.in/story/reflect-price-revision-post-gst-via-stickers-till-sep-30-govt/1/994039.html 
874,874,US scientists have developed a smart headlight system for the first time. System uses a camera to track the motion of raindrops and snowflakes. It then applies a computer algorithm to predict where those particles will be just a few milliseconds later.,"Researchers have developed technology for smart car headlights that let drivers see through heavy rain or snow. The system tracks motion of raindrops and then applies an algorithm to predict where those particles will be a few moments later. It then deactivates light beams that would reflect off the particles in their predicted positions, preventing glare that would distract drivers.",Smart headlights to help drivers see through rain developed,5,5,5,5,4,5,tarang2,5,5,5,5,4,5,shivangi,http://indiatoday.intoday.in/story/smart-headlights-can-help-drivers-see-through-rain-snow/1/993743.html 
875,875,"Mohammad Imran Qureshi was 17 when he lost his eyesight. Doctors said he had multiple sclerosis, a long-term disease that attacks the brain and central nervous system. Imran is a painter, a swimmer, a netball player, a wheelchair performer, etc, and has won many accolades.",A wheelchair-bound man Mohammad Imran Qureshi plans to organise a 45-day skill development camp for the physically disabled this month. The workshop will provide training on how to use a wheelchair to its maximum capacity at public places and on difficult terrains. Imran said he's doing this for a social cause so that government organises such workshops across the state.,Man in wheelchair plans skill development camp for disabled,5,3,5,3,3,3,tarang2,5,5,5,4,4,4,shivangi,http://indiatoday.intoday.in/story/wheelchair-bound-mohammad-imran-qureshi-paralysis-disability/1/993609.html 
876,876,"The stall is located on one of the platforms of the Vadnagar Railway station. Converting the stall into a tourist spot is part of a larger project of putting Modi's birthplace on the world tourism map. ""We will try to preserve the original charm of the tea stall while giving it a modern touch,"" said Union Culture Mahesh Sharma.",A tea stall in Gujarat's Vadnagar railway station where PM Narendra Modi used to sell tea during his childhood is set to become a tourist spot. Union Culture Minister Mahesh Sharma visited the place on Sunday and said the tea stall will be developed as a part of a ?100-crore project to develop Vadnagar and surrounding areas as tourist destinations. ,Tea stall where PM sold tea to be developed as tourist spot,5,5,5,5,4,5,tarang2,5,4,4,5,5,4,shivangi,http://indiatoday.intoday.in/story/tea-stall-where-modi-sold-tea-to-be-developed-as-tourist-spot/1/993294.html 
877,877,"BJP president Amit Shah addressed a public meeting at the Goa airport complex. A lawyer-activist has filed a complaint against party chief and Manohar Parrikar terming the meet as ""gross abuse of power""","BJP President Amit Shah on Sunday addressed a public meeting at Goa International Airport, following which a lawyer filed a complaint terming it a ""gross abuse of power."" Hundreds of people including Goa CM Manohar Parrikar attended the meeting, which was right outside the airport. A congregation of people outside airports is barred by the Directorate General of Civil Aviation.","Amit Shah holds meeting at Goa Airport, man files complaint",5,4,5,5,4,4,tarang2,5,5,5,3,4,4,shivangi,http://indiatoday.intoday.in/story/goa-amit-shah-bjp-dabolim-airport-manohar-parrikar/1/992743.html 
